               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  73,            0.018468,             0.01031,             0.02177,             0.84368,             0.54833,             0.64891,             0.55397,            0.023185,            0.016255,            0.025645,            0.007624,            0.007624,            0.007624
                  74,            0.017911,           0.0098613,            0.023483,             0.78854,             0.57612,             0.65448,             0.54837,            0.024482,            0.014244,            0.014169,            0.007591,            0.007591,            0.007591
                  75,            0.018618,           0.0098123,            0.026103,             0.62926,              0.4444,              0.5412,             0.44492,            0.023942,            0.016278,            0.024618,            0.007558,            0.007558,            0.007558
                  76,             0.01867,            0.010364,             0.02416,             0.76908,              0.4722,             0.60611,             0.50833,            0.026184,            0.017428,            0.022974,            0.007525,            0.007525,            0.007525
                  77,            0.018545,            0.010011,            0.023568,              0.8013,             0.60663,             0.66757,             0.57954,             0.02249,            0.012947,            0.031099,            0.007492,            0.007492,            0.007492
                  78,            0.018832,            0.010142,            0.023259,             0.85344,             0.61986,             0.68903,             0.59788,            0.021602,            0.013951,            0.025051,            0.007459,            0.007459,            0.007459
                  79,            0.017784,            0.010116,            0.022365,             0.87589,             0.69765,             0.73786,             0.65237,            0.020782,            0.010803,            0.028451,            0.007426,            0.007426,            0.007426
                  80,            0.017941,           0.0099543,            0.023616,             0.76682,             0.58756,              0.6401,             0.56558,            0.022895,            0.013873,            0.029733,            0.007393,            0.007393,            0.007393
                  81,            0.018129,            0.010114,            0.024203,             0.78513,             0.68655,             0.74167,             0.63283,            0.021315,            0.010141,            0.029975,             0.00736,             0.00736,             0.00736
                  82,            0.017988,           0.0098861,            0.022538,             0.79921,             0.50586,             0.62855,             0.52936,            0.023573,             0.01756,             0.02139,            0.007327,            0.007327,            0.007327
                  83,            0.017657,           0.0095675,            0.022946,             0.80949,             0.57209,             0.66751,             0.58028,             0.02336,             0.01348,            0.021022,            0.007294,            0.007294,            0.007294
                  84,            0.018539,           0.0099091,            0.024009,             0.78114,             0.48834,             0.63114,             0.53659,            0.024777,            0.016813,            0.026669,            0.007261,            0.007261,            0.007261
                  85,            0.017099,            0.010017,            0.022591,             0.87089,             0.50924,             0.65249,             0.57352,            0.023249,            0.016262,            0.025788,            0.007228,            0.007228,            0.007228
